10th	0.8371992707252502
economic	0.4532973766326904
#	0.9336799383163452
de	0.9990955591201782
roll	0.4744546711444855
com	0.9443348050117492
val	0.9745591878890992
war	0.5415501594543457
brother	0.9393623471260072
norman	0.3972862362861633
building	0.2881682515144348
broke	0.4567374587059021
anglo	0.8769621849060059
king	0.7073974609375
they	0.7223678827285767
12th	0.8674024939537048
cultural	0.30603891611099243
anglo	0.9967963099479676
sense	0.4987007975578308
17th	0.4957283437252045
art	0.22000710666179654
20th	0.6098051071166992
of	0.2825780808925629
branch	0.8480526804924011
method	0.2147459089756012
number	0.6161872148513794
consider	0.4191587567329407
main	0.4847683608531952
an	0.936532974243164
the	0.3005755245685577
turing	0.4873176515102386
.	0.9834731221199036
states	0.23990318179130554
amount	0.3308448791503906
known	0.701799750328064
worst	0.5603428483009338
or	0.30167794227600103
system	0.3869015276432037
basis	0.6397150158882141
another	0.523459792137146
system	0.5362103581428528
hard	0.9805195927619934
and	0.4968587160110474
complete	0.27010998129844666
an	0.5189260244369507
simple	0.3107239603996277
states	0.4695997536182404
contained	0.2649182677268982
short	0.7401572465896606
first	0.21972796320915225
called	0.9884487986564636
called	0.4925690293312073
9	0.2776187062263489
built	0.9782567024230956
montana	0.3116258680820465
angeles	0.9999232292175292
angeles	0.9999275207519532
angeles	0.9990895986557008
also	0.9571120142936708
tourist	0.2327398806810379
part	0.32177734375
ex	0.2558051347732544
central	0.5119065046310425
including	0.3239777684211731
are	0.375861406326294
000	0.8240905404090881
able	0.4762809574604034
ranking	0.4914667904376984
area	0.9977322816848756
angeles	0.9999688863754272
california	0.30766844749450684
angeles	0.9998282194137572
angeles	0.999954104423523
diego	0.9137300252914428
cruz	0.4954177737236023
business	0.9748194813728333
busiest	0.8515440225601196
angeles	0.9999518394470216
angeles	0.9787428379058838
very	0.4028564691543579
also	0.3170698583126068
battle	0.8768002986907959
on	0.8612240552902222
the	0.5077565312385559
##a	0.4511505663394928
british	0.4040546119213104
000	0.6582581996917725
air	0.9946757555007936
9	0.339284747838974
five	0.32198113203048706
##tv	0.2799840271472931
scale	0.9690580368041992
launched	0.4446642100811005
direct	0.5571594834327698
diverse	0.5515536069869995
came	0.7005616426467896
party	0.7351498603820801
centre	0.7555942535400391
west	0.8134078979492188
indigenous	0.92422354221344
000	0.3552999496459961
british	0.439043402671814
arid	0.4140985012054443
also	0.7174608707427979
location	0.27658239006996155
alps	0.3923127949237824
state	0.7001625895500183
1	0.656886875629425
also	0.951098084449768
assembly	0.7856253385543823
04	0.3594527542591095
also	0.5784294009208679
h	0.8471684455871582
transmission	0.2492736876010895
day	0.9998750686645508
became	0.996310532093048
after	0.2815990447998047
sense	0.2567316293716431
group	0.20924097299575808
17th	0.9751285910606384
century	0.9997325539588928
citation	0.9775809049606324
articles	0.9694817066192628
the	0.252522736787796
third	0.8969539999961853
000	0.9917351007461548
hug	0.4593008458614349
hug	0.2134029120206833
000	0.9796302318572998
18th	0.2291018217802048
pre	0.3290301561355591
town	0.8110538125038147
merged	0.5178129076957703
000	0.9665933847427368
pressure	0.20224030315876007
first	0.24013087153434756
large	0.6800136566162109
building	0.29888102412223816
bc	0.6021617650985718
19th	0.7542678713798523
19th	0.6369584202766418
measuring	0.3238438665866852
ex	0.338434100151062
.	0.20102860033512115
the	0.5006026029586792
closed	0.7143590450286865
in	0.4376072883605957
past	0.2684477567672729
concept	0.7151420116424559
20th	0.4930390119552612
driven	0.2511177659034729
high	0.831676185131073
as	0.25581276416778564
conde	0.4957458674907684
the	0.3526895046234131
500	0.3027949929237366
power	0.2588585317134857
based	0.31660377979278564
advantages	0.4615253508090973
pump	0.2413686811923981
based	0.292738676071167
atomic	0.256710022687912
##z	0.2504396438598633
1st	0.282439798116684
cause	0.5193225145339966
atmosphere	0.5792304277420044
atoms	0.8302899003028871
-	0.6689995527267456
form	0.3498118221759796
oxygen	0.3982137739658356
abundant	0.7873160243034363
19th	0.6140241622924805
isotope	0.4341056048870087
order	0.5374765992164612
w	0.3070278465747833
spec	0.7738509178161621
by	0.8804858326911926
only	0.26653504371643066
gas	0.8267576694488525
also	0.5142078399658203
body	0.26581329107284546
nearly	0.5014374852180481
fixed	0.9102655053138732
r	0.4275763332843781
almost	0.4126442968845368
also	0.8873211145401001
arab	0.5248798727989197
caused	0.6787484884262085
1971	0.6391723155975342
aid	0.5597102642059326
once	0.3844886124134064
meet	0.2242739200592041
in	0.4766590893268585
crisis	0.8716916441917419
not	0.47605299949646
long	0.5195648670196533
revolution	0.34632691740989685
efficient	0.7223178148269653
l	0.34670403599739075
collection	0.5137386918067932
decided	0.29691171646118164
although	0.3287828862667084
consists	0.975878655910492
for	0.6754586100578308
effort	0.36706894636154175
they	0.22314776480197904
body	0.6407016515731812
with	0.3025431632995605
is	0.5038799643516539
international	0.3798080086708069
accepted	0.4345062971115112
necessary	0.310003399848938
courts	0.4569690227508545
1980s	0.4682731628417969
all	0.2127961963415146
signed	0.30977463722229004
non	0.8983794450759888
apply	0.9388269186019896
way	0.3345986604690552
membership	0.25105589628219604
as	0.9606112837791444
also	0.3341458737850189
000	0.8860061764717102
000	0.29026085138320923
among	0.9917176961898804
urban	0.2030046433210373
public	0.4952962100505829
concerned	0.3006262481212616
global	0.21572674810886386
increasingly	0.22094418108463287
roughly	0.26921209692955017
2006	0.5705708861351013
previous	0.3600066900253296
.	0.3604240417480469
species	0.3592449128627777
seen	0.2588925063610077
but	0.3476122915744781
an	0.30259713530540466
human	0.6754065155982971
space	0.475383460521698
stat	0.9897788166999816
although	0.2910866141319275
from	0.4006987810134888
also	0.9093981981277466
not	0.3989959061145783
eu	0.9164249897003174
,	0.345228374004364
1980s	0.2490386217832565
ˈ	0.7778206467628479
is	0.2749682068824768
italy	0.571679413318634
1980s	0.48254540562629705
city	0.940693736076355
1920s	0.4280551970005035
street	0.3869308829307556
on	0.5631698966026306
collection	0.3891100287437439
well	0.4659481346607208
20th	0.6403511166572571
also	0.5365622043609619
19th	0.5108022689819336
long	0.9316058158874512
arid	0.9777718782424928
area	0.9812793731689452
north	0.9779086709022522
city	0.9655657410621644
the	0.5295254588127136
1980s	0.7486686110496521
object	0.24101565778255465
1972	0.2160693407058716
po	0.885360062122345
only	0.26905807852745056
non	0.9768553972244264
government	0.2331514358520508
california	0.8181468844413757
pac	0.2504832744598389
1980s	0.624808132648468
k	0.8551534414291382
was	0.2525328993797302
for	0.9997755885124208
high	0.9843546152114868
along	0.3556816577911377
caused	0.6877184510231018
and	0.23715755343437195
access	0.8224636912345886
also	0.8526198863983154
published	0.32267749309539795
account	0.3553246259689331
theories	0.573535144329071
used	0.6034035086631775
16th	0.7645515203475952
form	0.7315000295639038
000	0.919563055038452
black	0.9706374406814576
basis	0.4419012665748596
